Date,Length,Weight,Place,Method,Killed,Sex,River,Species,Name,Year,Month,Week,Weekday
2015-03-01,58,1.560896,Middle,Spin,TRUE,NA,Karup,Seatrout,Fru Frida Mortensen,2015,3,9,Sunday
2015-03-01,64,2.097152,Middle,Worm,TRUE,NA,Karup,Seatrout,Mille Schou,2015,3,9,Sunday
2015-03-01,53,1.5,Lower,Worm,TRUE,NA,Karup,Seatrout,Thomas Andersen-Olsen,2015,3,9,Sunday
2015-03-01,59,1.643032,Lower,Worm,TRUE,NA,Karup,Seatrout,Alex Knudsen-Thygesen,2015,3,9,Sunday
2015-03-01,45,0.729,Lower,Worm,TRUE,NA,Karup,Seatrout,Øjvind Brandt,2015,3,9,Sunday
2015-03-01,44,0.95,Lower,Worm,TRUE,NA,Karup,Seatrout,Prof. Lærke Knudsen,2015,3,9,Sunday
2015-03-01,41,0.7,Lower,Worm,TRUE,NA,Karup,Seatrout,Elna Rasmussen,2015,3,9,Sunday
2015-03-01,52,1.124864,Lower,Worm,TRUE,NA,Karup,Seatrout,Elna Rasmussen,2015,3,9,Sunday
2015-03-01,63,2.000376,Lower,Worm,TRUE,NA,Karup,Seatrout,Hjalte Andresen,2015,3,9,Sunday
2015-03-01,71,2.863288,Lower,Worm,TRUE,NA,Karup,Seatrout,Dr. Johannes Olesen,2015,3,9,Sunday
2015-03-01,73,3.112136,Lower,Worm,TRUE,NA,Karup,Seatrout,Dr. Johannes Olesen,2015,3,9,Sunday
2015-03-01,63,2.8,Middle,Worm,TRUE,NA,Karup,Seatrout,Mark Jørgensen,2015,3,9,Sunday
2015-03-01,60,1.728,Upper,Fly,TRUE,NA,Karup,Seatrout,Randi Christoffersen-Lauritsen,2015,3,9,Sunday
2015-03-01,50,1,Middle,Fly,TRUE,NA,Karup,Seatrout,Kristine Sørensen,2015,3,9,Sunday
2015-03-01,60,1.728,Upper,Spin,TRUE,NA,Karup,Seatrout,Karin Johansen,2015,3,9,Sunday
2015-03-01,40,0.512,Lower,Spin,TRUE,NA,Karup,Seatrout,Fru Else Kjær,2015,3,9,Sunday
2015-03-01,43,0.636056,Lower,Spin,TRUE,NA,Karup,Seatrout,Fru Else Kjær,2015,3,9,Sunday
2015-03-01,60,1.7,Middle,Spin,TRUE,NA,Karup,Seatrout,Curt Jessen,2015,3,9,Sunday
2015-03-01,42,0.592704,Lower,Worm,TRUE,NA,Karup,Seatrout,Fru Søs Bertelsen,2015,3,9,Sunday
2015-03-01,44,0.681472,Lower,Spin,TRUE,NA,Karup,Seatrout,Sandra Jeppesen,2015,3,9,Sunday
2015-03-01,40,0.512,Middle,Spin,TRUE,NA,Karup,Seatrout,Torben Olsen-Larsen,2015,3,9,Sunday
2015-03-01,40,0.512,Middle,Fly,TRUE,NA,Karup,Seatrout,Dr. Tammy Andresen,2015,3,9,Sunday
2015-03-01,40,NA,Upper,Fly,TRUE,NA,Karup,Seatrout,Dr. Tammy Andresen,2015,3,9,Sunday
2015-03-01,52,1.124864,Lower,Fly,TRUE,NA,Karup,Seatrout,Lena Mortensen,2015,3,9,Sunday
2015-03-01,60,1.728,Lower,Fly,TRUE,NA,Karup,Seatrout,Lena Mortensen,2015,3,9,Sunday
2015-03-01,64,2.097152,Lower,Fly,TRUE,NA,Karup,Seatrout,Lena Mortensen,2015,3,9,Sunday
2015-03-01,60,1.728,Lower,Worm,TRUE,NA,Karup,Seatrout,Marie Iversen,2015,3,9,Sunday
2015-03-01,73,3.112136,Lower,Worm,TRUE,NA,Karup,Seatrout,Marie Iversen,2015,3,9,Sunday
2015-03-01,74,3.241792,Lower,Worm,TRUE,NA,Karup,Seatrout,Marie Iversen,2015,3,9,Sunday
2015-03-01,40,0.512,Lower,Fly,TRUE,NA,Karup,Seatrout,Kasper Laursen,2015,3,9,Sunday
2015-03-01,48,0.884736,Lower,Worm,TRUE,NA,Karup,Seatrout,Laust Thygesen,2015,3,9,Sunday
2015-03-01,57,1.481544,Lower,Worm,TRUE,NA,Karup,Seatrout,Laust Thygesen,2015,3,9,Sunday
2015-03-01,49,1.36,Lower,Worm,TRUE,NA,Karup,Seatrout,Dagmar Overgaard,2015,3,9,Sunday
2015-03-02,51,1.25,Lower,Fly,TRUE,NA,Karup,Seatrout,Louise Lassen,2015,3,10,Monday
2015-03-02,66,2.299968,Middle,Worm,TRUE,NA,Karup,Seatrout,Mille Schou,2015,3,10,Monday
2015-03-02,42,0.6,Lower,Worm,TRUE,NA,Karup,Seatrout,Hjalte Andresen,2015,3,10,Monday
2015-03-02,72,2.985984,Lower,Spin,TRUE,NA,Karup,Seatrout,Jenny Laursen,2015,3,10,Monday
2015-03-02,55,1.3,Lower,Spin,TRUE,NA,Karup,Seatrout,Malene Koch,2015,3,10,Monday
2015-03-02,70,2.744,Lower,Spin,TRUE,NA,Karup,Seatrout,Prof. Jenny Lauridsen,2015,3,10,Monday
2015-03-02,42,0.8,Lower,Spin,TRUE,NA,Karup,Seatrout,Anne Pedersen,2015,3,10,Monday
2015-03-02,48,1.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Fru Sørine Johansen,2015,3,10,Monday
2015-03-03,47,1.7,Middle,Worm,TRUE,NA,Karup,Seatrout,Kim Christiansen,2015,3,10,Tuesday
2015-03-03,48,1.8,Middle,Worm,TRUE,NA,Karup,Seatrout,Kim Christiansen,2015,3,10,Tuesday
2015-03-03,73,4.1,Lower,Spin,TRUE,NA,Karup,Seatrout,Frede Jepsen-Krogh,2015,3,10,Tuesday
2015-03-04,40,0.35,Middle,Fly,TRUE,NA,Karup,Seatrout,Bøje Koch-Johansen,2015,3,10,Wednesday
2015-03-04,43,0.636056,Lower,Worm,TRUE,NA,Karup,Seatrout,Ofelia Skov-Winther,2015,3,10,Wednesday
2015-03-05,43,0.636056,Lower,Fly,TRUE,NA,Karup,Seatrout,Fru Søs Bertelsen,2015,3,10,Thursday
2015-03-05,68,2.515456,Lower,Fly,TRUE,NA,Karup,Seatrout,Fru Søs Bertelsen,2015,3,10,Thursday
2015-03-05,42,0.592704,Lower,Spin,TRUE,NA,Karup,Seatrout,Clavs Frandsen,2015,3,10,Thursday
2015-03-05,65,2.197,Lower,Spin,TRUE,NA,Karup,Seatrout,Josephine Christoffersen,2015,3,10,Thursday
2015-03-05,41.5,0.7,Lower,Worm,TRUE,NA,Karup,Seatrout,Laust Thygesen,2015,3,10,Thursday
2015-03-05,42,0.592704,Lower,Worm,TRUE,NA,Karup,Seatrout,Nicklas Mikkelsen,2015,3,10,Thursday
2015-03-06,40,0.512,Lower,Fly,TRUE,NA,Karup,Seatrout,Majken Sørensen,2015,3,10,Friday
2015-03-06,40,0.512,Lower,Fly,TRUE,NA,Karup,Seatrout,Herman Knudsen,2015,3,10,Friday
2015-03-06,45,0.729,Lower,Fly,TRUE,NA,Karup,Seatrout,Åbjørn Nilsson,2015,3,10,Friday
2015-03-06,58,1.560896,Lower,Spin,TRUE,NA,Karup,Seatrout,Cecilie Olsen,2015,3,10,Friday
2015-03-06,45,0.729,Lower,Worm,TRUE,NA,Karup,Seatrout,Nicklas Mikkelsen,2015,3,10,Friday
2015-03-07,70,2.744,Lower,Worm,TRUE,NA,Karup,Seatrout,Oda Christiansen,2015,3,10,Saturday
2015-03-07,74,3.241792,Lower,Worm,TRUE,NA,Karup,Seatrout,Fru Karen Nørgaard,2015,3,10,Saturday
2015-03-07,78,3.796416,Lower,Worm,TRUE,NA,Karup,Seatrout,Nicklas Mikkelsen,2015,3,10,Saturday
2015-03-08,52,1.124864,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Jens Kristensen,2015,3,10,Sunday
2015-03-08,50,1,Lower,Fly,TRUE,NA,Karup,Seatrout,Freja Andersen,2015,3,10,Sunday
2015-03-08,68,2.515456,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Elias Pedersen,2015,3,10,Sunday
2015-03-08,73,3.7,Lower,Spin,TRUE,NA,Karup,Seatrout,Filippa Lind,2015,3,10,Sunday
2015-03-08,40,0.512,Lower,Spin,TRUE,NA,Karup,Seatrout,Fru Maiken Østergaard,2015,3,10,Sunday
2015-03-09,58,1.560896,Lower,Spin,TRUE,NA,Karup,Seatrout,Jenny Laursen,2015,3,11,Monday
2015-03-09,41,0.551368,Lower,Fly,TRUE,NA,Karup,Seatrout,Lene Jespersen,2015,3,11,Monday
2015-03-09,60,1.728,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Esben Rasmussen,2015,3,11,Monday
2015-03-09,60,1.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Malene Koch,2015,3,11,Monday
2015-03-10,50,0.95,Lower,Spin,TRUE,NA,Karup,Seatrout,Malene Koch,2015,3,11,Tuesday
2015-03-12,47,1.35,Lower,Spin,TRUE,NA,Karup,Seatrout,Dr. Peter Schmidt,2015,3,11,Thursday
2015-03-12,43,0.636056,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Esben Rasmussen,2015,3,11,Thursday
2015-03-12,67,2.406104,Lower,Fly,TRUE,NA,Karup,Seatrout,Nicolai Carlsen,2015,3,11,Thursday
2015-03-13,63,2.25,Lower,Spin,TRUE,NA,Karup,Seatrout,Malene Koch,2015,3,11,Friday
2015-03-14,66,2.299968,Lower,Fly,TRUE,NA,Karup,Seatrout,Majken Sørensen,2015,3,11,Saturday
2015-03-14,41,0.551368,Lower,Fly,TRUE,NA,Karup,Seatrout,Freja Andersen,2015,3,11,Saturday
2015-03-15,79,6.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Sigrid Ravn,2015,3,11,Sunday
2015-03-17,47,1.7,Lower,Spin,TRUE,NA,Karup,Seatrout,Jenny Laursen,2015,3,12,Tuesday
2015-03-18,56,2.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Prof. Boris Knudsen,2015,3,12,Wednesday
2015-03-18,79,3.944312,Lower,Worm,TRUE,NA,Karup,Seatrout,Mille Schou,2015,3,12,Wednesday
2015-03-18,45,1.05,Lower,Fly,TRUE,NA,Karup,Seatrout,Katja Skov-Kjær,2015,3,12,Wednesday
2015-03-18,79,6.4,Lower,Spin,TRUE,NA,Karup,Seatrout,Dr. Birgit Thomsen,2015,3,12,Wednesday
2015-03-20,45,1,Lower,Fly,TRUE,NA,Karup,Seatrout,Majken Sørensen,2015,3,12,Friday
2015-03-20,78,3.796416,Lower,Fly,TRUE,NA,Karup,Seatrout,Mette Frederiksen,2015,3,12,Friday
2015-03-22,59,1.643032,Lower,Fly,TRUE,NA,Karup,Seatrout,Lena Mortensen,2015,3,12,Sunday
2015-03-24,41,0.551368,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Esben Rasmussen,2015,3,13,Tuesday
2015-03-27,43,0.636056,Lower,Fly,TRUE,NA,Karup,Seatrout,Heidi Jespersen-Overgaard,2015,3,13,Friday
2015-03-27,47,1.1,Lower,Fly,TRUE,NA,Karup,Seatrout,Lena Mortensen,2015,3,13,Friday
2015-04-04,80,4.096,Lower,Fly,TRUE,NA,Karup,Seatrout,Hr Anton Østergaard,2015,4,14,Saturday
2015-04-05,45,0.729,Lower,Fly,TRUE,NA,Karup,Seatrout,Berit Jepsen-Johnsen,2015,4,14,Sunday
2015-04-11,42,0.592704,Lower,Spin,TRUE,NA,Karup,Seatrout,Øjvind Vestergaard,2015,4,15,Saturday
2015-04-13,44,0.681472,Lower,Worm,TRUE,NA,Karup,Seatrout,Hans Svendsen-Nilsson,2015,4,16,Monday
2015-04-13,59,1.643032,Lower,Worm,TRUE,NA,Karup,Seatrout,Hans Svendsen-Nilsson,2015,4,16,Monday
2015-04-13,74,5,Lower,Fly,TRUE,NA,Karup,Seatrout,Ziggy Skov,2015,4,16,Monday
2015-04-14,65,2.3,Middle,Spin,TRUE,NA,Karup,Seatrout,Fru Karla Andreasen,2015,4,16,Tuesday
2015-04-16,67,3.45,Lower,Spin,TRUE,NA,Karup,Seatrout,Hans Svendsen-Nilsson,2015,4,16,Thursday
2015-04-17,77,5,Lower,Worm,TRUE,NA,Karup,Seatrout,Boe Friis,2015,4,16,Friday
2015-04-18,40,0.512,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Elias Pedersen,2015,4,16,Saturday
2015-04-20,43,0.636056,Lower,Fly,TRUE,NA,Karup,Seatrout,Katja Skov-Kjær,2015,4,17,Monday
2015-04-22,68,3.8,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Rosa Bech,2015,4,17,Wednesday
2015-04-24,77,4.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Georg Bertelsen,2015,4,17,Friday
2015-04-29,70,4.3,Lower,Spin,TRUE,NA,Karup,Seatrout,Lone Thygesen-Hermansen,2015,4,18,Wednesday
2015-04-30,76,5.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Paw Skov,2015,4,18,Thursday
2015-05-01,75,5,Lower,Fly,TRUE,NA,Karup,Seatrout,Lene Jespersen,2015,5,18,Friday
2015-05-03,65,2.85,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Jens Kristensen,2015,5,18,Sunday
2015-05-07,67,3.45,Lower,Fly,TRUE,NA,Karup,Seatrout,Mette Frederiksen,2015,5,19,Thursday
2015-05-08,75,5.5,Middle,Worm,TRUE,NA,Karup,Seatrout,Hr Arne Thygesen,2015,5,19,Friday
2015-05-08,74,4.6,Lower,Spin,TRUE,NA,Karup,Seatrout,Jonna Friis,2015,5,19,Friday
2015-05-09,70,4.65,Lower,Fly,TRUE,NA,Karup,Seatrout,Lotte Søndergaard,2015,5,19,Saturday
2015-05-09,83,8.6,Lower,Spin,TRUE,NA,Karup,Seatrout,Paw Skov,2015,5,19,Saturday
2015-05-10,61,2.75,Lower,Worm,TRUE,NA,Karup,Seatrout,Hans Svendsen-Nilsson,2015,5,19,Sunday
2015-05-10,72,4.6,Lower,Fly,TRUE,NA,Karup,Seatrout,Lotte Søndergaard,2015,5,19,Sunday
2015-05-10,66,3.1,Lower,Spin,TRUE,NA,Karup,Seatrout,Fru Doris Thygesen,2015,5,19,Sunday
2015-05-10,74,4.6,Lower,Spin,TRUE,NA,Karup,Seatrout,Jonna Friis,2015,5,19,Sunday
2015-05-12,71,4.5,Lower,Fly,TRUE,NA,Karup,Seatrout,Viola Kristiansen,2015,5,20,Tuesday
2015-05-13,71,4.3,Lower,Spin,TRUE,NA,Karup,Seatrout,Tommy Toft,2015,5,20,Wednesday
2015-05-13,93,10.9,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,20,Wednesday
2015-05-13,65,4.8,Lower,Spin,TRUE,NA,Karup,Seatrout,Finn Brandt,2015,5,20,Wednesday
2015-05-14,75,6,Lower,Fly,TRUE,NA,Karup,Seatrout,Dr. Gunhild Knudsen,2015,5,20,Thursday
2015-05-15,53,2,Upper,Fly,TRUE,NA,Karup,Seatrout,Fru Else Christoffersen,2015,5,20,Friday
2015-05-18,63,3.08,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,21,Monday
2015-05-20,53,2.08,Lower,Fly,TRUE,NA,Karup,Seatrout,Dagny Thygesen,2015,5,21,Wednesday
2015-05-20,74,4.9,Lower,Fly,TRUE,NA,Karup,Seatrout,Christoffer Nissen,2015,5,21,Wednesday
2015-05-20,75,5.2,Lower,Worm,TRUE,NA,Karup,Seatrout,Prof. Aksel Christensen,2015,5,21,Wednesday
2015-05-21,67.5,4,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Tejs Nørgaard,2015,5,21,Thursday
2015-05-21,67,3.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,21,Thursday
2015-05-22,79,6.75,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Ivan Klausen,2015,5,21,Friday
2015-05-23,71,4.75,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,21,Saturday
2015-05-23,73,4.6,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Kenneth Søndergaard,2015,5,21,Saturday
2015-05-24,73,5.2,Lower,Worm,TRUE,NA,Karup,Seatrout,Eric Lassen,2015,5,21,Sunday
2015-05-25,53,1.45,Lower,Fly,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,22,Monday
2015-05-25,65,3.85,Lower,Fly,TRUE,NA,Karup,Seatrout,Hr Boe Gregersen,2015,5,22,Monday
2015-05-25,85,7,Middle,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Josefine Sørensen,2015,5,22,Monday
2015-05-25,83,8,Lower,Worm,TRUE,NA,Karup,Seatrout,Bent Kjær,2015,5,22,Monday
2015-05-26,67,3.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Valdemar Berg,2015,5,22,Tuesday
2015-05-27,74,6,Middle,Worm,TRUE,NA,Karup,Seatrout,Dr. Malou Nissen,2015,5,22,Wednesday
2015-05-28,68,4,Lower,Worm,TRUE,NA,Karup,Seatrout,Univ.Prof. Nanni Nielsen,2015,5,22,Thursday
2015-05-28,72,4.1,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,5,22,Thursday
2015-05-28,42,0.93,Lower,Spin,TRUE,NA,Karup,Seatrout,Malthe Hansen,2015,5,22,Thursday
2015-05-28,96,11.9,Lower,Worm,TRUE,NA,Karup,Seatrout,Prof. Sigrid Andersen,2015,5,22,Thursday
2015-05-29,65,3.3,Middle,Fly,TRUE,NA,Karup,Seatrout,Prof. Sigrid Andersen,2015,5,22,Friday
2015-05-30,72,4.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Natasja Thorsen,2015,5,22,Saturday
2015-05-31,77,5.9,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Christoffer Andersen,2015,5,22,Sunday
2015-06-01,76,5.75,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,6,23,Monday
2015-06-01,70,4.6,Lower,Spin,TRUE,NA,Karup,Seatrout,Simon Nielsen-Schmidt,2015,6,23,Monday
2015-06-02,55,1.8,Lower,Spin,TRUE,NA,Karup,Seatrout,Hans Svendsen-Nilsson,2015,6,23,Tuesday
2015-06-04,71,4,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Gitte Lauritsen,2015,6,23,Thursday
2015-06-04,76,5,Lower,Spin,TRUE,NA,Karup,Seatrout,Margit Kristoffersen,2015,6,23,Thursday
2015-06-04,45,1.07557196345872,Middle,Fly,TRUE,NA,Karup,Seatrout,Fru Anne Gregersen,2015,6,23,Thursday
2015-06-04,80,6.77,Lower,Fly,TRUE,NA,Karup,Seatrout,Hr Ørni Henriksen,2015,6,23,Thursday
2015-06-04,74.5,5.2,Upper,Spin,TRUE,NA,Karup,Seatrout,Elna Lauridsen,2015,6,23,Thursday
2015-06-04,66,3.25,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Christoffer Andersen,2015,6,23,Thursday
2015-06-05,50,1.4754073572822,Lower,Spin,TRUE,NA,Karup,Seatrout,Frode Olsen-Gregersen,2015,6,23,Friday
2015-06-06,74,4.98,Middle,Spin,TRUE,NA,Karup,Seatrout,Weena Simonsen-Iversen,2015,6,23,Saturday
2015-06-06,81,6.5,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,23,Saturday
2015-06-06,76,5.5,Lower,Worm,TRUE,NA,Karup,Seatrout,Bent Kjær,2015,6,23,Saturday
2015-06-06,51,1.6,Lower,Spin,TRUE,NA,Karup,Seatrout,Jonna Lund,2015,6,23,Saturday
2015-06-07,68,3.85,Lower,Fly,TRUE,NA,Karup,Seatrout,Birte Rasmussen,2015,6,23,Sunday
2015-06-07,75,5.2,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,23,Sunday
2015-06-08,73,4.4,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,6,24,Monday
2015-06-08,77,4.85,Middle,Spin,TRUE,NA,Karup,Seatrout,Richardt Christiansen,2015,6,24,Monday
2015-06-09,69,4.1,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. André Jacobsen,2015,6,24,Tuesday
2015-06-09,44,1.00544880258182,Lower,Fly,TRUE,NA,Karup,Seatrout,Berit Jepsen-Johnsen,2015,6,24,Tuesday
2015-06-09,75,5.3,Lower,Spin,TRUE,NA,Karup,Seatrout,Margit Kristoffersen,2015,6,24,Tuesday
2015-06-09,81,6.12,Lower,Worm,TRUE,NA,Karup,Seatrout,Marie Iversen,2015,6,24,Tuesday
2015-06-10,67,4.5,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Hjalte Thygesen,2015,6,24,Wednesday
2015-06-10,94,11.4,Lower,Spin,TRUE,NA,Karup,Seatrout,Zara Thygesen,2015,6,24,Wednesday
2015-06-10,65,3.3,Lower,Fly,TRUE,NA,Karup,Seatrout,Ulf Dahl,2015,6,24,Wednesday
2015-06-10,79,5.5,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Esben Rasmussen,2015,6,24,Wednesday
2015-06-11,70,4.8,Upper,Spin,TRUE,NA,Karup,Seatrout,Sabine Dahl,2015,6,24,Thursday
2015-06-11,42,1,Lower,Spin,TRUE,NA,Karup,Seatrout,Malene Koch,2015,6,24,Thursday
2015-06-12,50,1.49,Lower,Fly,TRUE,NA,Karup,Seatrout,Prof. Gitte Lauritsen,2015,6,24,Friday
2015-06-12,77,5.7,Lower,Fly,TRUE,NA,Karup,Seatrout,Stephan Poulsen-Møller,2015,6,24,Friday
2015-06-12,55,3.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Peter Berg-Bruun,2015,6,24,Friday
2015-06-12,74,4.9,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,24,Friday
2015-06-13,76,6.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Tonny Mikkelsen,2015,6,24,Saturday
2015-06-13,64,3.5,Lower,Fly,TRUE,NA,Karup,Seatrout,Birte Rasmussen,2015,6,24,Saturday
2015-06-13,84,8.3,Lower,Fly,TRUE,NA,Karup,Seatrout,Pete Skov-Holm,2015,6,24,Saturday
2015-06-14,71,4,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,6,24,Sunday
2015-06-14,76,5.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Edith Koch,2015,6,24,Sunday
2015-06-15,68,4.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Arne Bech,2015,6,25,Monday
2015-06-15,73,5.5,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,25,Monday
2015-06-15,64,3.1,Middle,Spin,TRUE,NA,Karup,Seatrout,Steven Winther,2015,6,25,Monday
2015-06-16,66,3.75,Lower,Spin,TRUE,NA,Karup,Seatrout,Stefan Lauritsen-Christoffersen,2015,6,25,Tuesday
2015-06-16,81,7.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Sabine Dahl,2015,6,25,Tuesday
2015-06-16,76,6.5,Lower,Worm,TRUE,NA,Karup,Seatrout,Univ.Prof. Victoria Klausen,2015,6,25,Tuesday
2015-06-16,70,4.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Elna Rasmussen,2015,6,25,Tuesday
2015-06-16,70,4.3,Lower,Fly,TRUE,NA,Karup,Seatrout,Ulf Dahl,2015,6,25,Tuesday
2015-06-16,70,4.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Yasmin Iversen,2015,6,25,Tuesday
2015-06-16,88,9.8,Lower,Spin,TRUE,NA,Karup,Seatrout,Cecilie Olsen,2015,6,25,Tuesday
2015-06-16,73,4.83,Middle,Fly,TRUE,NA,Karup,Seatrout,Abelone Jeppesen,2015,6,25,Tuesday
2015-06-16,77,6,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Stina Lind,2015,6,25,Tuesday
2015-06-16,65,3.8,Lower,Fly,TRUE,NA,Karup,Seatrout,Dr. Inger Madsen,2015,6,25,Tuesday
2015-06-17,74,5.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,6,25,Wednesday
2015-06-17,45,1,Lower,Spin,TRUE,NA,Karup,Seatrout,Dr. Viola Jepsen,2015,6,25,Wednesday
2015-06-17,76,5.9,Lower,Fly,TRUE,NA,Karup,Seatrout,Lene Carlsen,2015,6,25,Wednesday
2015-06-17,71,4.4,Lower,Fly,TRUE,NA,Karup,Seatrout,Dr. Inger Madsen,2015,6,25,Wednesday
2015-06-17,59,2.42,Lower,Fly,TRUE,NA,Karup,Seatrout,Nicolai Carlsen,2015,6,25,Wednesday
2015-06-17,70,4.5,Middle,Spin,TRUE,NA,Karup,Seatrout,Jim Lund-Kjeldsen,2015,6,25,Wednesday
2015-06-18,58,2.3,Lower,Spin,TRUE,NA,Karup,Seatrout,Hanne Frederiksen,2015,6,25,Thursday
2015-06-18,75,5.45,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Ivan Klausen,2015,6,25,Thursday
2015-06-18,66,3.39338970871363,Lower,Fly,TRUE,NA,Karup,Seatrout,Univ.Prof. Esben Rasmussen,2015,6,25,Thursday
2015-06-18,63,3.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Grete Danielsen-Christiansen,2015,6,25,Thursday
2015-06-18,72,5.1,Lower,Fly,TRUE,NA,Karup,Seatrout,Grete Danielsen-Christiansen,2015,6,25,Thursday
2015-06-18,45,1,Lower,Spin,TRUE,NA,Karup,Seatrout,Paul Klausen,2015,6,25,Thursday
2015-06-18,46,1.1,Lower,Spin,TRUE,NA,Karup,Seatrout,Kenny Mortensen,2015,6,25,Thursday
2015-06-18,68,4.4,Lower,Worm,TRUE,NA,Karup,Seatrout,Prof. Michelle Bertelsen,2015,6,25,Thursday
2015-06-18,66,3.75,Lower,Spin,TRUE,NA,Karup,Seatrout,Paw Skov,2015,6,25,Thursday
2015-06-18,66,3.85,Lower,Spin,TRUE,NA,Karup,Seatrout,Paw Skov,2015,6,25,Thursday
2015-06-18,91,10.2,Lower,Spin,TRUE,NA,Karup,Seatrout,Sofie Overgaard,2015,6,25,Thursday
2015-06-19,84,7.5,Lower,Spin,TRUE,NA,Karup,Seatrout,Mads Gregersen-Hansen,2015,6,25,Friday
2015-06-19,62,2.8,Lower,Spin,TRUE,NA,Karup,Seatrout,Thea Johansen,2015,6,25,Friday
2015-06-19,72,4.78,Lower,Fly,TRUE,NA,Karup,Seatrout,Fru Lona Andreasen,2015,6,25,Friday
2015-06-19,44,1,Lower,Fly,TRUE,NA,Karup,Seatrout,Frederik Nørgaard,2015,6,25,Friday
2015-06-19,72,5,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,25,Friday
2015-06-19,64,3.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Dr. Ditte Bertelsen,2015,6,25,Friday
2015-06-20,58,2.2,Lower,Fly,TRUE,NA,Karup,Seatrout,Frans Nissen,2015,6,25,Saturday
2015-06-20,45,1,Lower,Worm,TRUE,NA,Karup,Seatrout,Gundhild Thorsen,2015,6,25,Saturday
2015-06-20,60,2.7,Lower,Spin,TRUE,NA,Karup,Seatrout,Univ.Prof. Ivan Klausen,2015,6,25,Saturday
2015-06-20,74,5.1,Lower,Fly,TRUE,NA,Karup,Seatrout,Ulf Dahl,2015,6,25,Saturday
2015-06-20,70,4,Lower,Fly,TRUE,NA,Karup,Seatrout,Heidi Bruun,2015,6,25,Saturday
2015-06-20,74,4.85,Lower,Spin,TRUE,NA,Karup,Seatrout,Daniel Jørgensen,2015,6,25,Saturday
2015-06-20,59,2.2,Lower,Worm,TRUE,NA,Karup,Seatrout,Oliver Dam,2015,6,25,Saturday
